CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,is_attrited,cluster,segment,pca_x,pca_y
708248358,Existing Customer,42,M,4,Graduate,Unknown,$60K - $80K,Silver,30,3,1,3,29937.0,0,29937.0,0.746,14863,109,0.627,0.0,0,2,Daily Spenders,4.285241106624526,-0.8263876008000062
779808333,Existing Customer,48,F,2,Graduate,Single,Less than $40K,Blue,38,2,1,2,8881.0,1901,6980.0,0.808,15530,110,0.692,0.214,0,2,Daily Spenders,3.545363095148871,1.2070093944814204
715989108,Existing Customer,52,M,3,Unknown,Single,$80K - $120K,Blue,42,3,3,3,27514.0,1834,25680.0,0.769,12841,100,0.786,0.067,0,2,Daily Spenders,3.3806674623899617,-0.8128911511818795
714912408,Existing Customer,45,M,2,Uneducated,Married,$80K - $120K,Blue,37,3,1,1,32275.0,1845,30430.0,0.841,14917,88,0.796,0.057,0,2,Daily Spenders,3.7591868564293236,-1.1272588599541045
827683383,Existing Customer,48,F,3,Uneducated,Divorced,Less than $40K,Blue,44,3,2,1,4107.0,2517,1590.0,0.779,16027,112,0.723,0.613,0,2,Daily Spenders,3.138519173033574,2.5417839014930292
719595708,Existing Customer,53,F,2,High School,Married,Unknown,Blue,47,3,1,1,7469.0,1294,6175.0,0.869,15212,124,0.746,0.173,0,2,Daily Spenders,3.8483641427407282,1.3718401575764687
711566208,Existing Customer,58,F,3,Graduate,Married,Less than $40K,Blue,36,2,2,2,5023.0,1857,3166.0,0.631,14111,98,0.69,0.37,0,2,Daily Spenders,2.617573969991163,1.5693003724042491
711161133,Attrited Customer,36,F,2,Unknown,Single,Less than $40K,Blue,36,2,3,3,6071.0,0,6071.0,0.912,9338,59,0.903,0.0,1,1,At-Risk Customers,0.9069018188423651,-0.2789896327259306
715052583,Existing Customer,45,M,3,Doctorate,Single,$60K - $80K,Silver,34,3,3,1,27494.0,879,26615.0,0.671,14375,112,0.672,0.032,0,2,Daily Spenders,4.034625018829177,-0.6362203847594567
714586458,Existing Customer,41,F,1,High School,Divorced,Less than $40K,Blue,36,2,3,1,7106.0,2031,5075.0,0.746,16377,124,0.746,0.286,0,2,Daily Spenders,3.843730043248644,1.684124579517475
711523533,Existing Customer,43,M,5,Post-Graduate,Single,$60K - $80K,Blue,31,3,3,1,17230.0,1805,15425.0,0.788,14781,130,0.857,0.105,0,2,Daily Spenders,4.1904241549324,0.5194526732258309
756658083,Existing Customer,49,M,4,Post-Graduate,Single,$80K - $120K,Blue,42,3,2,1,30885.0,2018,28867.0,0.904,17350,115,0.62,0.065,0,2,Daily Spenders,4.849897662284452,-0.5229209406940322
709247808,Existing Customer,53,F,1,Unknown,Unknown,Less than $40K,Blue,43,2,2,2,3629.0,2517,1112.0,0.735,14205,102,0.759,0.694,0,2,Daily Spenders,2.427071838698168,2.520641954428208
713242383,Attrited Customer,39,M,2,Uneducated,Married,$120K +,Silver,19,2,1,2,34516.0,796,33720.0,0.841,7721,75,0.667,0.023,1,3,Premium Customers,2.1029394490813296,-2.0068253070916495
717135333,Existing Customer,50,F,1,Graduate,Single,Unknown,Blue,36,3,2,2,17970.0,1390,16580.0,0.724,13204,97,0.796,0.077,0,2,Daily Spenders,3.099146795169306,-0.11457756897194832
716150358,Existing Customer,38,M,3,Graduate,Married,Less than $40K,Silver,27,3,2,3,10343.0,2070,8273.0,0.747,14805,115,0.769,0.2,0,2,Daily Spenders,3.537389631273634,1.0594909906495202
717457008,Attrited Customer,43,M,3,Uneducated,Single,$40K - $60K,Blue,36,3,3,3,9267.0,0,9267.0,0.866,7991,90,1.093,0.0,1,1,At-Risk Customers,1.5924431956204446,-0.16867531357157203
711822933,Existing Customer,55,F,2,College,Married,$40K - $60K,Blue,45,2,3,3,2985.0,1651,1334.0,0.693,14187,103,0.873,0.553,0,2,Daily Spenders,2.4828660950641783,2.1984797969801124
803968233,Existing Customer,39,F,2,Uneducated,Married,Less than $40K,Silver,34,3,3,3,14386.0,2517,11869.0,0.735,13377,114,0.869,0.175,0,2,Daily Spenders,3.3265348789742073,0.5806089299920576
779037408,Existing Customer,38,M,1,High School,Single,$40K - $60K,Blue,19,2,3,3,3581.0,694,2887.0,0.673,14637,109,0.787,0.194,0,2,Daily Spenders,3.052723130049128,1.386312639999362
709007883,Existing Customer,37,M,2,Graduate,Married,Less than $40K,Blue,28,2,2,3,3079.0,1267,1812.0,0.65,14540,104,0.552,0.411,0,2,Daily Spenders,2.7636072541437935,1.9126284402982654
714635883,Existing Customer,48,F,2,Unknown,Single,Less than $40K,Blue,37,3,3,2,3594.0,1996,1598.0,0.795,14881,109,0.703,0.555,0,2,Daily Spenders,2.80047297823523,2.2872759972933294
779914383,Existing Customer,34,M,1,Uneducated,Married,$60K - $80K,Blue,18,3,2,2,10488.0,1636,8852.0,0.681,14719,116,0.681,0.156,0,2,Daily Spenders,3.5892272334128563,0.9494089451552103
712841883,Attrited Customer,50,M,3,College,Single,$80K - $120K,Silver,36,3,3,2,34516.0,2517,31999.0,0.735,7155,66,0.65,0.073,1,3,Premium Customers,1.5803611022747652,-2.107712254188218
719582058,Attrited Customer,41,M,3,Doctorate,Single,$80K - $120K,Blue,29,2,2,3,24001.0,1629,22372.0,0.965,9102,75,0.974,0.068,1,3,Premium Customers,1.9134467317570096,-1.1148442343730167
708387933,Existing Customer,49,F,2,Post-Graduate,Married,Less than $40K,Blue,37,2,1,2,5500.0,0,5500.0,0.675,14357,110,0.618,0.0,0,2,Daily Spenders,3.3783045886723486,0.8388005904762661
717251508,Existing Customer,37,M,1,Uneducated,Married,$120K +,Blue,17,1,1,3,34516.0,0,34516.0,0.776,14127,116,0.731,0.0,0,2,Daily Spenders,4.487293291519231,-1.0953603874425242
710699283,Existing Customer,46,M,2,Graduate,Single,$120K +,Blue,28,1,1,1,7790.0,1921,5869.0,0.789,14567,131,0.617,0.247,0,2,Daily Spenders,3.861152701813004,1.5839064392219693
709141908,Existing Customer,53,M,2,Graduate,Married,$80K - $120K,Blue,41,2,3,1,10301.0,2451,7850.0,0.906,16359,111,0.657,0.238,0,2,Daily Spenders,3.6370431948499977,1.1696488195472208
720356133,Existing Customer,48,F,4,High School,Single,Unknown,Blue,36,2,3,1,23939.0,1419,22520.0,0.785,14812,101,0.804,0.059,0,2,Daily Spenders,3.678156090597897,-0.44486909388608536
717788958,Existing Customer,31,M,0,Graduate,Divorced,$80K - $120K,Blue,19,1,1,2,21615.0,570,21045.0,0.737,16464,103,0.717,0.026,0,2,Daily Spenders,4.1301055468435965,-0.16604291467774646
778563858,Existing Customer,40,F,3,Uneducated,Married,Less than $40K,Blue,33,1,1,1,8712.0,991,7721.0,0.615,14512,115,0.769,0.114,0,2,Daily Spenders,3.559008314255708,0.9746461948556971
711096633,Attrited Customer,37,F,2,Uneducated,Unknown,Less than $40K,Silver,29,5,2,6,12203.0,0,12203.0,0.9,8600,94,0.843,0.0,1,2,Daily Spenders,1.9835177464002913,-0.2448691621811193
716816583,Existing Customer,61,M,0,Graduate,Married,$60K - $80K,Blue,48,1,3,1,15483.0,2148,13335.0,0.738,14463,94,0.774,0.139,0,2,Daily Spenders,3.0646267796159514,0.21738817869198995
719841708,Existing Customer,45,M,0,Uneducated,Single,$80K - $120K,Blue,36,1,4,3,20356.0,2031,18325.0,0.752,15180,121,0.806,0.1,0,2,Daily Spenders,4.072493039846284,0.1634288514299732
708555633,Existing Customer,32,F,1,High School,Single,Less than $40K,Blue,16,2,3,1,3548.0,2517,1031.0,0.818,15157,97,0.865,0.709,0,2,Daily Spenders,2.3995776552032706,2.524538825641797
714638883,Existing Customer,31,M,0,Graduate,Single,$40K - $60K,Blue,36,2,3,3,4661.0,1835,2826.0,0.999,14257,110,0.964,0.394,0,2,Daily Spenders,2.8758644261095117,1.791602776673157
809147283,Existing Customer,43,F,5,Graduate,Married,Less than $40K,Gold,38,2,2,1,15987.0,1372,14615.0,0.649,15058,109,0.912,0.086,0,2,Daily Spenders,3.712060003897853,0.32614153825044945
708197358,Attrited Customer,57,M,2,Uneducated,Unknown,$80K - $120K,Blue,48,4,1,3,30543.0,264,30279.0,0.882,7784,63,0.703,0.009,1,3,Premium Customers,1.6659925477193165,-1.925012218236092
757247808,Attrited Customer,42,F,3,Graduate,Married,Less than $40K,Blue,35,2,4,3,5230.0,2517,2713.0,0.937,9495,61,0.605,0.481,1,1,At-Risk Customers,0.4996267896094542,0.9639003725217102
820922733,Existing Customer,43,M,2,Graduate,Married,$80K - $120K,Blue,38,2,1,2,34516.0,0,34516.0,0.674,14160,124,0.771,0.0,0,2,Daily Spenders,4.710542624305022,-0.985370564551409
807977808,Existing Customer,39,F,2,Graduate,Single,Less than $40K,Blue,34,1,3,3,3246.0,2517,729.0,0.722,13671,103,0.689,0.775,0,2,Daily Spenders,2.205987994150656,2.6919271200406443
712863183,Existing Customer,46,F,3,Graduate,Married,$40K - $60K,Blue,38,2,3,3,10018.0,829,9189.0,0.844,13819,114,0.81,0.083,0,2,Daily Spenders,3.340395508428195,0.684545562400114
778825908,Existing Customer,43,F,2,Unknown,Single,Less than $40K,Silver,24,1,1,3,10272.0,1523,8749.0,0.869,14321,113,0.794,0.148,0,2,Daily Spenders,3.492421008838503,0.911220231070296
713379258,Existing Customer,32,F,1,High School,Married,Less than $40K,Blue,36,1,1,2,4097.0,1293,2804.0,0.671,15925,100,0.786,0.316,0,2,Daily Spenders,3.103353723620954,1.6779194188227236
710232483,Existing Customer,49,F,1,Uneducated,Married,Unknown,Blue,36,2,3,2,19846.0,2162,17684.0,0.602,16908,122,0.694,0.109,0,2,Daily Spenders,4.476115433587403,0.3789453311346069
710170758,Attrited Customer,32,M,0,Post-Graduate,Married,$60K - $80K,Blue,25,6,2,2,4469.0,2331,2138.0,1.006,8314,67,0.763,0.522,1,4,Deal Hunters,0.49713859270474164,1.18692794935982
803421108,Existing Customer,49,M,4,Graduate,Single,$80K - $120K,Blue,43,1,2,2,20701.0,2517,18184.0,1.023,14374,113,0.823,0.122,0,2,Daily Spenders,3.817646524978055,0.09914802272462489
792152283,Existing Customer,54,M,3,Graduate,Married,$120K +,Blue,48,1,3,2,8426.0,0,8426.0,0.96,14378,103,0.717,0.0,0,2,Daily Spenders,3.1664384753397297,0.4785033081584541
717291333,Existing Customer,38,M,3,Uneducated,Married,$80K - $120K,Blue,29,2,2,2,16722.0,0,16722.0,0.719,15110,113,0.823,0.0,0,2,Daily Spenders,3.927327419881544,0.12169181665144796
714928158,Existing Customer,60,M,0,High School,Single,$80K - $120K,Silver,36,1,2,3,34516.0,806,33710.0,0.755,13434,102,0.672,0.023,0,2,Daily Spenders,3.8899623437594406,-1.3053583817031011
780511683,Attrited Customer,47,M,3,Graduate,Single,$40K - $60K,Blue,34,4,3,3,4413.0,232,4181.0,0.799,7869,76,0.767,0.053,1,1,At-Risk Customers,0.9792125970613719,0.09936053865332002
772491333,Existing Customer,31,F,1,Post-Graduate,Married,Less than $40K,Blue,21,2,1,2,5342.0,2005,3337.0,0.682,14738,94,0.709,0.375,0,2,Daily Spenders,2.7018040423985106,1.579090275077417
719847108,Attrited Customer,52,M,1,Unknown,Married,$40K - $60K,Blue,36,4,3,3,8455.0,2517,5938.0,0.809,8124,73,1.028,0.298,1,1,At-Risk Customers,0.8820325361420361,0.39815130071281496
808045833,Existing Customer,49,M,3,Uneducated,Single,Less than $40K,Blue,44,2,3,2,7659.0,1698,5961.0,0.992,15860,105,0.75,0.222,0,2,Daily Spenders,3.299801751332872,1.1992684889508327
708385533,Attrited Customer,49,F,1,Graduate,Married,Less than $40K,Silver,36,2,3,3,11059.0,0,11059.0,0.99,9524,80,0.905,0.0,1,2,Daily Spenders,1.6828183650570876,-0.3276605898659115
770205708,Existing Customer,31,M,0,Unknown,Married,Less than $40K,Blue,25,2,3,0,4093.0,0,4093.0,0.697,15495,112,0.778,0.0,0,2,Daily Spenders,3.480961175698335,0.9709138652421894
719379858,Attrited Customer,39,M,1,Graduate,Married,$80K - $120K,Blue,36,2,2,3,24239.0,0,24239.0,0.94,8549,73,0.78,0.0,1,3,Premium Customers,1.815712319736711,-1.3609540006538987
709657533,Attrited Customer,44,M,3,High School,Unknown,$120K +,Blue,36,2,3,2,7793.0,2270,5523.0,0.945,8260,54,0.5,0.291,1,1,At-Risk Customers,0.3769925784313554,0.17927166537952402
798788958,Existing Customer,32,M,1,High School,Single,$80K - $120K,Blue,26,2,3,2,6407.0,1130,5277.0,0.756,14471,93,0.603,0.176,0,2,Daily Spenders,2.6981876014431596,0.9208693448744125
720011958,Existing Customer,57,M,2,High School,Single,$60K - $80K,Blue,36,2,3,3,6024.0,1532,4492.0,0.867,15763,97,0.83,0.254,0,2,Daily Spenders,2.981523343880817,1.2763766763774813
708982158,Existing Customer,48,F,2,Graduate,Single,Less than $40K,Blue,36,2,2,3,3352.0,2122,1230.0,0.701,14802,106,0.797,0.633,0,2,Daily Spenders,2.693653461978533,2.4826343750209423
710803983,Existing Customer,44,M,1,Unknown,Married,$80K - $120K,Blue,33,2,3,1,32222.0,0,32222.0,0.844,14220,95,0.61,0.0,0,2,Daily Spenders,3.7317849397954403,-1.2799034557363134
719768658,Existing Customer,31,F,0,College,Married,Unknown,Silver,24,2,3,1,34516.0,2032,32484.0,0.82,14544,104,0.705,0.059,0,2,Daily Spenders,4.068380540858462,-1.1508923899360184
711355908,Existing Customer,44,F,3,Graduate,Unknown,Unknown,Silver,36,2,3,3,34516.0,941,33575.0,0.659,12042,117,0.857,0.027,0,2,Daily Spenders,3.957453438977237,-1.216333232723434
813153108,Existing Customer,49,M,4,College,Married,$80K - $120K,Blue,44,2,3,3,31091.0,966,30125.0,0.57,14565,108,0.742,0.031,0,2,Daily Spenders,4.087164611982704,-0.9282360911965337
712487883,Attrited Customer,54,M,5,High School,Married,$80K - $120K,Blue,48,2,1,3,7464.0,0,7464.0,0.865,9071,74,1.0,0.0,1,0,Silent Users,1.4349673289865306,-0.12450388981914087
753220383,Attrited Customer,29,M,0,Graduate,Single,$120K +,Blue,22,2,2,3,11722.0,0,11722.0,0.778,8302,78,0.902,0.0,1,0,Silent Users,1.4751630882677669,-0.4467284956482188
708340758,Attrited Customer,41,M,4,High School,Married,Less than $40K,Blue,32,2,3,3,7769.0,0,7769.0,0.943,8109,74,0.762,0.0,1,1,At-Risk Customers,1.1307840414262034,-0.27346897134963644
720852108,Existing Customer,46,M,4,High School,Divorced,$120K +,Blue,31,2,3,1,3569.0,1553,2016.0,0.798,16695,116,0.681,0.435,0,2,Daily Spenders,3.4443318893717345,2.2064059353878305
716728233,Existing Customer,47,F,4,High School,Married,Less than $40K,Blue,36,1,3,1,3216.0,1480,1736.0,0.733,14178,123,0.809,0.46,0,2,Daily Spenders,3.108373441133065,2.22333970538705
711863433,Existing Customer,30,M,1,Unknown,Unknown,Less than $40K,Blue,13,1,3,1,3789.0,1782,2007.0,0.85,15670,116,0.785,0.47,0,2,Daily Spenders,3.2220430775443414,2.2107141227381657
779422458,Existing Customer,31,F,1,Unknown,Divorced,Less than $40K,Blue,13,2,2,3,3533.0,1206,2327.0,0.859,16339,120,0.579,0.341,0,2,Daily Spenders,3.6231675999631947,2.0418210207100893
715573758,Existing Customer,43,M,4,Uneducated,Married,$120K +,Silver,36,1,2,1,34516.0,1816,32700.0,0.995,15226,113,0.712,0.053,0,2,Daily Spenders,4.513915732105518,-0.967289090492286
794530608,Existing Customer,52,M,2,Uneducated,Single,$80K - $120K,Blue,34,2,2,3,27229.0,0,27229.0,0.795,13264,120,0.667,0.0,0,2,Daily Spenders,4.114612923115533,-0.627852599659178
718376583,Attrited Customer,52,M,2,Graduate,Divorced,$80K - $120K,Silver,44,4,3,2,34516.0,751,33765.0,0.357,5806,40,0.429,0.022,1,3,Premium Customers,0.6541383991701595,-2.670833775907146
720827133,Attrited Customer,43,F,3,Doctorate,Single,Less than $40K,Blue,30,1,2,2,6261.0,463,5798.0,0.889,8132,64,0.6,0.074,1,0,Silent Users,0.8143163269565411,-0.08841878821141227
767414808,Existing Customer,57,F,0,Uneducated,Married,Less than $40K,Blue,51,2,3,3,6996.0,2092,4904.0,0.794,15017,120,0.765,0.299,0,2,Daily Spenders,3.4544958501052765,1.5815459771334297
718919433,Existing Customer,52,F,4,Graduate,Single,Less than $40K,Blue,36,2,3,3,4440.0,1149,3291.0,0.842,14973,112,0.723,0.259,0,2,Daily Spenders,3.175051307757845,1.5488576695836784
708694983,Existing Customer,55,F,1,Uneducated,Unknown,Less than $40K,Blue,36,1,2,1,3150.0,2222,928.0,0.794,14750,96,0.655,0.705,0,2,Daily Spenders,2.34565867609537,2.5350929532839395
719270358,Existing Customer,57,F,2,Doctorate,Divorced,$40K - $60K,Blue,48,2,2,2,4288.0,1678,2610.0,0.643,15505,113,0.687,0.391,0,2,Daily Spenders,3.254378179175923,1.9640759140709458
708948483,Attrited Customer,54,M,3,Graduate,Married,$80K - $120K,Silver,36,2,3,1,34516.0,761,33755.0,0.838,8444,68,0.744,0.022,1,3,Premium Customers,1.9293671010113578,-2.122383394083266
708462258,Existing Customer,51,F,1,High School,Married,Less than $40K,Blue,38,1,1,2,5189.0,1171,4018.0,0.732,16563,94,0.741,0.226,0,2,Daily Spenders,3.177890048725362,1.3422086328795284
716721483,Attrited Customer,59,M,0,Uneducated,Single,$40K - $60K,Blue,52,1,2,2,14458.0,2017,12441.0,0.99,8696,72,0.895,0.14,1,0,Silent Users,1.366669808813111,-0.34706149890203863
799011558,Existing Customer,43,M,3,Uneducated,Married,$120K +,Blue,37,1,2,3,16909.0,1171,15738.0,0.767,15740,120,0.739,0.069,0,2,Daily Spenders,4.189318990314067,0.41335709499562256
710697408,Existing Customer,41,F,5,Unknown,Married,Less than $40K,Blue,22,2,1,3,6739.0,896,5843.0,0.765,15471,115,0.855,0.133,0,2,Daily Spenders,3.6635337623256143,1.2194376565824343
710527533,Attrited Customer,45,M,5,College,Single,$40K - $60K,Blue,36,4,3,3,4982.0,0,4982.0,0.886,8586,58,1.0,0.0,1,1,At-Risk Customers,0.6953671372165362,-0.26614157151959394
709996833,Attrited Customer,31,M,1,Post-Graduate,Single,Less than $40K,Silver,36,6,3,5,12359.0,0,12359.0,0.843,7528,70,0.628,0.0,1,1,At-Risk Customers,1.065473740709422,-0.6814494966249958
718531983,Existing Customer,51,M,3,High School,Married,$80K - $120K,Blue,41,1,3,3,9959.0,2068,7891.0,0.741,13810,124,0.797,0.208,0,2,Daily Spenders,3.50356423877883,1.1296455778890973
715554708,Existing Customer,53,M,1,High School,Unknown,$120K +,Blue,34,2,1,2,8507.0,1484,7023.0,0.709,14949,114,0.727,0.174,0,2,Daily Spenders,3.560522535333115,1.1508835989167119
718774533,Existing Customer,48,M,1,College,Married,$60K - $80K,Blue,44,2,3,1,15355.0,1823,13532.0,0.809,15053,111,1.018,0.119,0,2,Daily Spenders,3.6530856499304085,0.44454517419826334
712337208,Existing Customer,59,F,2,Unknown,Single,Unknown,Blue,46,2,3,2,23731.0,1890,21841.0,0.677,13647,93,0.576,0.08,0,2,Daily Spenders,3.2086977938450767,-0.5623443251386232
714022833,Attrited Customer,42,F,2,Graduate,Single,$40K - $60K,Silver,32,4,3,3,17909.0,0,17909.0,0.225,5977,58,0.487,0.0,1,3,Premium Customers,0.6262694275408208,-1.3263229567938288
710026458,Existing Customer,34,M,1,Unknown,Married,$40K - $60K,Blue,36,2,2,2,3995.0,2475,1520.0,0.817,12575,99,0.8,0.62,0,2,Daily Spenders,2.1007507863903125,2.1676993832962452
710178558,Attrited Customer,46,M,2,High School,Married,$60K - $80K,Gold,38,5,3,6,34516.0,2517,31999.0,0.956,9314,89,0.978,0.073,1,3,Premium Customers,2.626318134256041,-1.6577132999890325
768712383,Attrited Customer,51,M,5,Graduate,Divorced,$120K +,Blue,45,6,3,6,34516.0,0,34516.0,0.757,8173,91,1.022,0.0,1,3,Premium Customers,2.517888653588672,-1.8838726517199071
711156858,Attrited Customer,48,F,5,High School,Single,Less than $40K,Blue,40,1,4,3,8297.0,2517,5780.0,0.899,9819,74,0.682,0.303,1,1,At-Risk Customers,1.168286784287587,0.5118547089390688
719799033,Existing Customer,52,M,1,Post-Graduate,Unknown,$80K - $120K,Blue,40,2,1,2,5520.0,2448,3072.0,0.862,14330,116,0.681,0.443,0,2,Daily Spenders,3.1675789517446984,2.0038683336776844
720788883,Existing Customer,58,F,0,Uneducated,Unknown,Unknown,Blue,36,1,2,3,3736.0,2209,1527.0,0.98,15886,118,0.662,0.591,0,2,Daily Spenders,3.279140013070194,2.585110514696784
710306358,Attrited Customer,38,M,1,Unknown,Married,$40K - $60K,Blue,18,1,1,2,9664.0,1983,7681.0,0.873,7995,56,0.806,0.205,1,0,Silent Users,0.6410795052876377,-0.08540073499271505
758617233,Existing Customer,56,F,5,Doctorate,Single,Less than $40K,Blue,49,3,3,2,4132.0,1559,2573.0,0.827,14781,108,0.688,0.377,0,2,Daily Spenders,2.92033049685249,1.7933411349164805
720163458,Existing Customer,38,M,1,Uneducated,Unknown,$120K +,Blue,21,4,2,3,28043.0,1786,26257.0,0.802,14521,109,0.847,0.064,0,2,Daily Spenders,4.037169566273269,-0.593708356803987
708482658,Existing Customer,41,M,3,Graduate,Married,$80K - $120K,Blue,31,3,2,2,9959.0,1946,8013.0,0.725,15594,114,0.676,0.195,0,2,Daily Spenders,3.655802730440835,1.1113435120133877
826148883,Existing Customer,45,M,2,Graduate,Married,$120K +,Blue,41,4,3,1,16453.0,1660,14793.0,0.629,14762,108,0.742,0.101,0,2,Daily Spenders,3.5673162301105372,0.265373657432542
779055033,Attrited Customer,43,F,3,Uneducated,Unknown,Less than $40K,Blue,24,1,2,2,8256.0,2416,5840.0,0.696,8104,64,0.73,0.293,1,0,Silent Users,0.6947237882869056,0.30976429896468605
713118183,Existing Customer,31,M,1,Unknown,Married,$40K - $60K,Blue,23,5,1,2,13427.0,1562,11865.0,0.537,13117,108,0.714,0.116,0,2,Daily Spenders,3.255643467640858,0.4697575762040832
714103083,Existing Customer,47,M,2,College,Married,$40K - $60K,Blue,37,6,3,1,3263.0,1525,1738.0,0.542,14649,110,0.833,0.467,0,2,Daily Spenders,2.8440842858379094,2.092548882841475
714145233,Attrited Customer,34,M,0,Graduate,Divorced,$80K - $120K,Silver,24,1,2,3,34516.0,400,34116.0,0.202,5112,49,0.256,0.012,1,3,Premium Customers,0.8336090213302941,-2.5862282305757525
719547033,Attrited Customer,40,M,4,Unknown,Married,$80K - $120K,Blue,31,1,3,6,23502.0,0,23502.0,0.839,7957,60,0.875,0.0,1,3,Premium Customers,1.2592149268397654,-1.5565731646309438
720899058,Existing Customer,35,M,2,Graduate,Married,$80K - $120K,Blue,21,6,2,1,7685.0,2517,5168.0,0.745,13604,116,0.731,0.328,0,2,Daily Spenders,3.1320006909642357,1.4925223203664955
789432033,Attrited Customer,32,F,1,Graduate,Married,Less than $40K,Blue,23,1,2,3,4065.0,230,3835.0,0.779,7844,64,0.73,0.057,1,0,Silent Users,0.6970473452933138,0.002566042563225628
717214158,Existing Customer,41,M,4,Post-Graduate,Married,$40K - $60K,Blue,28,5,3,3,9815.0,0,9815.0,0.859,15475,94,0.679,0.0,0,2,Daily Spenders,3.184782150564716,0.3325215339575208
715269483,Existing Customer,50,M,4,Post-Graduate,Married,$120K +,Blue,36,4,1,3,17374.0,2517,14857.0,0.743,15473,128,0.707,0.145,0,2,Daily Spenders,4.369598655126952,0.691182137189118
718805733,Existing Customer,39,F,2,Graduate,Single,$40K - $60K,Blue,28,3,1,1,7093.0,2517,4576.0,0.745,13937,120,0.846,0.355,0,2,Daily Spenders,3.3260217353393546,1.7079034755703957
789780033,Existing Customer,33,M,3,College,Married,$80K - $120K,Silver,22,6,2,2,34516.0,917,33599.0,0.764,14202,114,0.781,0.027,0,2,Daily Spenders,4.3621753047357394,-1.0839891920136635
716482533,Existing Customer,48,F,2,Unknown,Married,Less than $40K,Blue,36,2,1,2,3329.0,0,3329.0,0.814,14893,98,0.815,0.0,0,2,Daily Spenders,3.083880676808683,0.8614150109150962
708319908,Attrited Customer,37,M,3,Graduate,Single,$80K - $120K,Blue,17,1,1,2,4116.0,1473,2643.0,1.023,8667,70,0.892,0.358,1,0,Silent Users,0.8351145479229612,0.9048549057288489
711663858,Existing Customer,28,M,1,Post-Graduate,Single,Unknown,Blue,13,4,3,3,20030.0,1204,18826.0,0.979,15862,127,0.693,0.06,0,2,Daily Spenders,4.45389227454993,0.24560969400449978
716894658,Existing Customer,49,F,1,Graduate,Divorced,Less than $40K,Blue,44,5,2,2,8687.0,1763,6924.0,0.796,16824,123,0.708,0.203,0,2,Daily Spenders,4.090379215621113,1.4197109850081444
714082308,Attrited Customer,39,M,3,High School,Single,$80K - $120K,Blue,13,2,1,3,8656.0,0,8656.0,0.893,8056,89,0.935,0.0,1,0,Silent Users,1.683457406582699,-0.07023385501080451
708082083,Existing Customer,45,F,3,High School,Married,Less than $40K,Blue,36,4,3,3,3544.0,1661,1883.0,0.831,15149,111,0.734,0.469,0,2,Daily Spenders,2.977009715450153,2.123974648697734
714820158,Attrited Customer,29,M,0,High School,Single,$40K - $60K,Blue,36,6,3,1,5988.0,660,5328.0,1.041,10211,68,1.0,0.11,1,1,At-Risk Customers,1.2273149282805538,0.17463047141814378
713347608,Attrited Customer,54,F,2,Post-Graduate,Single,Less than $40K,Blue,43,2,3,2,4917.0,0,4917.0,0.972,9442,69,0.917,0.0,1,1,At-Risk Customers,1.1588185114285152,-0.057887460033302
721395633,Existing Customer,53,M,1,Graduate,Single,$80K - $120K,Blue,41,5,3,3,18591.0,994,17597.0,0.737,15063,108,0.662,0.053,0,2,Daily Spenders,3.7392488988605113,0.019692159569154995
721438233,Existing Customer,39,M,2,Post-Graduate,Single,$40K - $60K,Blue,31,6,3,3,3297.0,1761,1536.0,0.879,15580,120,0.739,0.534,0,2,Daily Spenders,3.2427383496367677,2.4498042672561255
713987808,Existing Customer,43,F,3,College,Single,Less than $40K,Blue,33,4,2,2,5702.0,2165,3537.0,0.79,14970,120,0.935,0.38,0,2,Daily Spenders,3.3967950582186006,1.8993026078887425
721086483,Existing Customer,27,F,0,Uneducated,Single,Less than $40K,Silver,19,3,3,3,10982.0,2517,8465.0,0.84,13563,97,0.732,0.229,0,2,Daily Spenders,2.7410206144221374,0.7306648849723018
709969758,Existing Customer,43,M,3,Graduate,Single,$60K - $80K,Platinum,35,4,3,3,34516.0,1774,32742.0,0.667,13966,115,0.667,0.051,0,2,Daily Spenders,4.259962270726994,-1.0596933622981926
801502008,Existing Customer,37,M,1,Graduate,Married,$60K - $80K,Blue,31,5,1,2,20144.0,1195,18949.0,0.67,14287,106,0.828,0.059,0,2,Daily Spenders,3.7074595080531556,-0.0842971089474639
819051183,Existing Customer,47,F,4,Graduate,Married,Unknown,Blue,42,4,1,3,16349.0,1925,14424.0,0.833,16207,114,0.81,0.118,0,2,Daily Spenders,4.121371395694305,0.5544005169297824
710858658,Existing Customer,48,F,4,Doctorate,Divorced,Less than $40K,Silver,38,2,1,2,10610.0,0,10610.0,0.664,15050,108,0.742,0.0,0,2,Daily Spenders,3.6343831560810633,0.5045073201675705
716002458,Existing Customer,43,M,4,College,Married,$40K - $60K,Blue,30,1,1,2,7386.0,656,6730.0,0.885,15691,126,0.68,0.089,0,2,Daily Spenders,4.063418364664099,1.2293975603934157
